DatoTid	Temperatur	Luftfugtighed	Afstand	Lys
Dato	Tid	Temperatur (C)	Luftfugtighed (%)	Afstand (mm)	Lys intensitet (0-100)
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	119	84
2000-00-00T00:00:00	22.00	48.00	122	85
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	119	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	124	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	46.00	122	84
2000-00-00T00:00:00	22.00	46.00	120	84
2000-00-00T00:00:00	22.00	46.00	122	84
2000-00-00T00:00:00	22.00	46.00	121	83
2000-00-00T00:00:00	22.00	46.00	122	85
2000-00-00T00:00:00	22.00	46.00	122	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	123	84
2000-00-00T00:00:00	22.00	47.00	123	83
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	123	84
2000-00-00T00:00:00	22.00	47.00	121	83
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	123	84
2000-00-00T00:00:00	22.00	47.00	124	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	123	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	123	83
2000-00-00T00:00:00	22.00	47.00	121	83
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	123	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	123	83
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	120	83
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	119	84
2000-00-00T00:00:00	22.00	47.00	118	83
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	119	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	119	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	120	83
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	119	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	119	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	48.00	124	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	122	83
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	124	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	119	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	119	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	118	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	83
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	123	84
2000-00-00T00:00:00	22.00	48.00	121	83
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	120	83
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	120	83
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	123	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	124	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	83
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	123	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	83
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	119	85
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	119	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	120	83
2000-00-00T00:00:00	22.00	47.00	123	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	119	84
2000-00-00T00:00:00	22.00	47.00	122	83
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	123	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	83
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	123	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	123	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	119	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	120	84
2000-00-00T00:00:00	22.00	48.00	122	84
2000-00-00T00:00:00	22.00	48.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	122	84
2000-00-00T00:00:00	22.00	47.00	120	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	47.00	121	83
2000-00-00T00:00:00	22.00	47.00	121	84
2000-00-00T00:00:00	22.00	46.00	120	84
2000-00-00T00:00:00	22.00	46.00	121	84
2000-00-00T00:00:00	22.00	46.00	119	84
2000-00-00T00:00:00	22.00	46.00	121	84
2000-00-00T00:00:00	22.00	46.00	121	84
2000-00-00T00:00:00	22.00	46.00	120	84
2000-00-00T00:00:00	22.00	46.00	121	84
2000-00-00T00:00:00	22.00	46.00	122	84
2000-00-00T00:00:00	22.00	46.00	120	84
2000-00-00T00:00:00	22.00	46.00	120	84
2000-00-00T00:00:00	22.00	46.00	122	84
2000-00-00T00:00:00	22.00	46.00	121	84
2000-00-00T00:00:00	22.00	46.00	121	84
2000-00-00T00:00:00	22.00	46.00	121	84
2000-00-00T00:00:00	22.00	46.00	120	84
2000-00-00T00:00:00	22.00	46.00	120	83
2000-00-00T00:00:00	22.00	46.00	121	84
2000-00-00T00:00:00	22.00	46.00	121	84
2000-00-00T00:00:00	22.00	46.00	120	84
2000-00-00T00:00:00	22.00	46.00	122	84
2000-00-00T00:00:00	22.00	46.00	122	84
2000-00-00T00:00:00	22.00	45.00	120	84
2000-00-00T00:00:00	22.00	45.00	121	84
2000-00-00T00:00:00	22.00	45.00	120	84
2000-00-00T00:00:00	22.00	45.00	122	84
2000-00-00T00:00:00	22.00	45.00	120	84
2000-00-00T00:00:00	22.00	45.00	122	84
2000-00-00T00:00:00	22.00	45.00	123	84
2000-00-00T00:00:00	22.00	45.00	121	84
2000-00-00T00:00:00	22.00	45.00	121	84
2000-00-00T00:00:00	22.00	45.00	122	84
2000-00-00T00:00:00	22.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	121	83
2000-00-00T00:00:00	23.00	45.00	122	84
2000-00-00T00:00:00	23.00	45.00	122	84
2000-00-00T00:00:00	23.00	45.00	123	84
2000-00-00T00:00:00	22.00	45.00	122	84
2000-00-00T00:00:00	22.00	45.00	120	84
2000-00-00T00:00:00	22.00	45.00	122	84
2000-00-00T00:00:00	22.00	45.00	122	84
2000-00-00T00:00:00	22.00	45.00	122	84
2000-00-00T00:00:00	22.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	22.00	45.00	123	83
2000-00-00T00:00:00	22.00	45.00	122	83
2000-00-00T00:00:00	22.00	45.00	119	84
2000-00-00T00:00:00	23.00	45.00	120	84
2000-00-00T00:00:00	22.00	45.00	123	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	120	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	120	84
2000-00-00T00:00:00	23.00	45.00	122	84
2000-00-00T00:00:00	23.00	45.00	123	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	122	83
2000-00-00T00:00:00	23.00	45.00	120	84
2000-00-00T00:00:00	23.00	45.00	120	84
2000-00-00T00:00:00	23.00	45.00	120	84
2000-00-00T00:00:00	23.00	45.00	120	84
2000-00-00T00:00:00	23.00	45.00	122	84
2000-00-00T00:00:00	23.00	45.00	121	83
2000-00-00T00:00:00	23.00	45.00	122	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	122	83
2000-00-00T00:00:00	23.00	45.00	120	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	124	84
2000-00-00T00:00:00	23.00	44.00	119	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	83
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	45.00	120	84
2000-00-00T00:00:00	23.00	45.00	121	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	122	83
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	121	83
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	121	83
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	44.00	121	85
2000-00-00T00:00:00	23.00	44.00	119	83
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	44.00	121	85
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	119	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	122	83
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	120	84
2000-00-00T00:00:00	23.00	43.00	122	83
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	121	83
2000-00-00T00:00:00	23.00	43.00	123	84
2000-00-00T00:00:00	23.00	43.00	120	84
2000-00-00T00:00:00	23.00	43.00	123	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	120	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	120	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	120	83
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	122	83
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	121	83
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	120	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	120	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	123	84
2000-00-00T00:00:00	23.00	43.00	123	84
2000-00-00T00:00:00	23.00	43.00	120	84
2000-00-00T00:00:00	23.00	43.00	119	84
2000-00-00T00:00:00	23.00	43.00	123	84
2000-00-00T00:00:00	23.00	43.00	123	84
2000-00-00T00:00:00	23.00	43.00	121	83
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	123	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	120	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	120	84
2000-00-00T00:00:00	23.00	43.00	123	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	121	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	122	83
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	121	83
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	119	84
2000-00-00T00:00:00	23.00	44.00	120	84
2000-00-00T00:00:00	23.00	44.00	121	84
2000-00-00T00:00:00	23.00	44.00	123	85
2000-00-00T00:00:00	23.00	44.00	121	82
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	122	84
2000-00-00T00:00:00	23.00	44.00	123	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	43.00	122	84
2000-00-00T00:00:00	23.00	42.00	121	84
2000-00-00T00:00:00	23.00	42.00	121	84
